timeOfData,time
15/8/2020,23:00:00
16/8/2020,7:45:01
16/8/2020,8:25:01
16/8/2020,8:25:02
16/8/2020,8:25:01
16/8/2020,9:05:01
16/8/2020,9:05:01
16/8/2020,9:05:01
16/8/2020,9:30:00
16/8/2020,16:30:01
16/8/2020,18:30:01
16/8/2020,18:30:01
16/8/2020,18:30:02
16/8/2020,20:30:01
16/8/2020,20:30:01
16/8/2020,20:30:01
16/8/2020,22:30:01
16/8/2020,22:30:01
16/8/2020,22:30:01
16/8/2020,23:00:01
17/8/2020,7:45:00
17/8/2020,8:25:00
17/8/2020,8:25:00
17/8/2020,8:25:01
17/8/2020,9:05:00
17/8/2020,9:05:00
17/8/2020,9:05:01
17/8/2020,9:30:01
17/8/2020,16:30:00
17/8/2020,18:30:00
17/8/2020,18:30:00
17/8/2020,18:30:01
17/8/2020,20:30:00
17/8/2020,20:30:00
17/8/2020,20:30:02
17/8/2020,22:30:00
17/8/2020,22:30:02
17/8/2020,22:30:00
17/8/2020,23:00:01
18/8/2020,7:45:01
18/8/2020,8:25:01
18/8/2020,8:25:01
18/8/2020,8:25:05
18/8/2020,9:05:01
18/8/2020,9:05:01
18/8/2020,9:05:03
18/8/2020,9:30:00
18/8/2020,16:30:00
18/8/2020,18:30:00
18/8/2020,18:30:00
18/8/2020,18:30:01
18/8/2020,20:30:00
18/8/2020,20:30:00
18/8/2020,20:30:01
18/8/2020,22:30:00
18/8/2020,22:30:00
18/8/2020,22:30:01
18/8/2020,23:00:00
19/8/2020,7:45:00
19/8/2020,8:25:00
19/8/2020,8:25:00
19/8/2020,8:25:00
19/8/2020,9:05:00
19/8/2020,9:05:00
19/8/2020,9:05:00
19/8/2020,9:30:01
19/8/2020,16:30:01
19/8/2020,18:30:01
19/8/2020,18:30:01
19/8/2020,18:30:01
19/8/2020,20:30:01
19/8/2020,20:30:01
19/8/2020,20:30:01
19/8/2020,22:30:01
19/8/2020,22:30:01
19/8/2020,22:30:02
19/8/2020,23:00:01
20/8/2020,7:45:00
20/8/2020,8:25:00
20/8/2020,8:25:00
20/8/2020,8:25:01
20/8/2020,9:05:00
20/8/2020,9:05:00
20/8/2020,9:05:01
20/8/2020,9:30:01
20/8/2020,16:30:00
20/8/2020,18:30:00
20/8/2020,18:30:00
20/8/2020,18:30:00
20/8/2020,20:30:00
20/8/2020,20:30:00
20/8/2020,20:30:00
20/8/2020,22:30:00
20/8/2020,22:30:00
20/8/2020,22:30:00
20/8/2020,23:00:01
21/8/2020,7:45:01
21/8/2020,8:25:01
21/8/2020,8:25:01
21/8/2020,8:25:01
21/8/2020,9:05:01
21/8/2020,9:05:01
21/8/2020,9:05:02
21/8/2020,9:30:00
21/8/2020,16:30:01
21/8/2020,18:30:01
21/8/2020,18:30:01
21/8/2020,18:30:01
21/8/2020,20:30:01
21/8/2020,20:30:01
21/8/2020,20:30:02
21/8/2020,22:30:01
21/8/2020,22:30:01
21/8/2020,22:30:01
21/8/2020,23:00:01
22/8/2020,7:45:00
22/8/2020,8:25:00
22/8/2020,8:25:00
22/8/2020,8:25:00
22/8/2020,9:05:00
22/8/2020,9:05:00
22/8/2020,9:05:00
22/8/2020,9:30:01
22/8/2020,16:30:01
22/8/2020,18:30:01
22/8/2020,18:30:01
22/8/2020,18:30:01
22/8/2020,20:30:01
22/8/2020,20:30:01
22/8/2020,20:30:01
22/8/2020,22:30:01
22/8/2020,22:30:01
22/8/2020,22:30:01
22/8/2020,23:00:01
23/8/2020,7:45:00
23/8/2020,8:25:00
23/8/2020,8:25:01
23/8/2020,8:25:00
23/8/2020,9:05:00
23/8/2020,9:05:00
23/8/2020,9:05:01
23/8/2020,9:30:01
23/8/2020,16:30:00
23/8/2020,18:30:00
23/8/2020,18:30:00
23/8/2020,18:30:00
23/8/2020,20:30:00
23/8/2020,20:30:00
23/8/2020,20:30:01
23/8/2020,22:30:00
23/8/2020,22:30:00
23/8/2020,22:30:01
23/8/2020,23:00:00
24/8/2020,7:45:01
24/8/2020,8:25:01
24/8/2020,8:25:01
24/8/2020,8:25:01
24/8/2020,9:05:01
24/8/2020,9:05:01
24/8/2020,9:05:01
24/8/2020,9:30:00
24/8/2020,16:30:01
24/8/2020,18:30:01
24/8/2020,18:30:01
24/8/2020,18:30:01
24/8/2020,20:30:01
24/8/2020,20:30:02
24/8/2020,20:30:01
24/8/2020,22:30:01
24/8/2020,22:30:01
24/8/2020,22:30:01
24/8/2020,23:00:00
25/8/2020,7:45:01
25/8/2020,8:25:01
25/8/2020,8:25:01
25/8/2020,8:25:01
25/8/2020,9:05:01
25/8/2020,9:05:02
25/8/2020,9:05:01
25/8/2020,9:30:01
25/8/2020,16:30:01
25/8/2020,18:30:01
25/8/2020,18:30:01
25/8/2020,18:30:02
25/8/2020,20:30:01
25/8/2020,20:30:01
25/8/2020,20:30:02
25/8/2020,22:30:01
25/8/2020,22:30:01
25/8/2020,22:30:01
25/8/2020,23:00:01
26/8/2020,7:45:01
26/8/2020,8:25:01
26/8/2020,8:25:01
26/8/2020,8:25:02
26/8/2020,9:05:01
26/8/2020,9:05:01
26/8/2020,9:05:02
26/8/2020,9:30:00
26/8/2020,16:30:01
26/8/2020,18:30:01
26/8/2020,18:30:01
26/8/2020,18:30:01
26/8/2020,20:30:01
26/8/2020,20:30:01
26/8/2020,20:30:01
26/8/2020,22:30:01
26/8/2020,22:30:01
26/8/2020,22:30:01
26/8/2020,23:00:01
27/8/2020,7:45:01
27/8/2020,8:25:01
27/8/2020,8:25:01
27/8/2020,8:25:01
27/8/2020,9:05:01
27/8/2020,9:05:01
27/8/2020,9:05:01
27/8/2020,9:30:01
27/8/2020,16:30:00
27/8/2020,18:30:00
27/8/2020,18:30:00
27/8/2020,18:30:01
27/8/2020,20:30:00
27/8/2020,20:30:00
27/8/2020,20:30:01
27/8/2020,22:30:00
27/8/2020,22:30:00
27/8/2020,22:30:01
27/8/2020,23:00:01
28/8/2020,7:45:01
28/8/2020,8:25:01
28/8/2020,8:25:01
28/8/2020,8:25:01
28/8/2020,9:05:01
28/8/2020,9:05:01
28/8/2020,9:05:01
28/8/2020,9:30:00
28/8/2020,16:30:01
28/8/2020,18:30:01
28/8/2020,18:30:01
28/8/2020,18:30:02
28/8/2020,20:30:01
28/8/2020,20:30:01
28/8/2020,20:30:01
28/8/2020,22:30:01
28/8/2020,22:30:01
28/8/2020,22:30:01
28/8/2020,23:00:01
29/8/2020,7:45:01
29/8/2020,8:25:01
29/8/2020,8:25:01
29/8/2020,8:25:02
29/8/2020,9:05:01
29/8/2020,9:05:01
29/8/2020,9:05:01
29/8/2020,9:30:01
29/8/2020,16:30:00
29/8/2020,18:30:00
29/8/2020,18:30:00
29/8/2020,18:30:00
29/8/2020,20:30:00
29/8/2020,20:30:00
29/8/2020,20:30:00
29/8/2020,22:30:00
29/8/2020,22:30:00
29/8/2020,22:30:00
29/8/2020,23:00:01
30/8/2020,7:45:01
30/8/2020,8:25:01
30/8/2020,8:25:01
30/8/2020,8:25:01
30/8/2020,9:05:01
30/8/2020,9:05:01
30/8/2020,9:05:02
30/8/2020,9:30:01
30/8/2020,16:30:00
30/8/2020,18:30:00
30/8/2020,18:30:00
30/8/2020,18:30:00
30/8/2020,20:30:00
30/8/2020,20:30:00
30/8/2020,20:30:00
30/8/2020,22:30:00
30/8/2020,22:30:00
30/8/2020,22:30:01
30/8/2020,23:00:01
31/8/2020,7:45:01
31/8/2020,8:25:01
31/8/2020,8:25:02
31/8/2020,8:25:01
31/8/2020,9:05:01
31/8/2020,9:05:01
31/8/2020,9:05:02
31/8/2020,9:30:01
31/8/2020,16:30:01
31/8/2020,18:30:01
31/8/2020,18:30:01
31/8/2020,18:30:01
31/8/2020,20:30:01
31/8/2020,20:30:01
31/8/2020,20:30:01
31/8/2020,22:30:01
31/8/2020,22:30:01
31/8/2020,22:30:02
31/8/2020,23:00:00
